CUI	Uniprot_Name	Uniprot_id	Gene_name	EnsembleGeneId	TTD_id	disgenet_gene_id
C1823877	XPP3_HUMAN	Q9NQH7	XPNPEP3	ENSG00000196236	null	63929
C2681655	MP3B2_HUMAN	A6NCE7	MAP1LC3B2	ENSG00000258102	null	643246
C1538593	PAXI1_HUMAN	Q6ZW49	PAXIP1	ENSG00000157212	null	22976
C1414302	EFNA3_HUMAN	P52797	EFNA3	ENSG00000143590	null	1944
C1538020	C1TM_HUMAN	Q6UB35	MTHFD1L	ENSG00000120254	null	25902
C1425901	KRA63_HUMAN	Q3LI67	KRTAP6-3	ENSG00000212938	null	null
C1538461	CHMP6_HUMAN	Q96FZ7	CHMP6	ENSG00000176108	null	79643
C1420963	A0A0A6YYC5_HUMAN	A0A0A6YYC5	TRAV14DV4	ENSG00000211792	null	null
C1824519	CAHD1_HUMAN	Q5VU97	CACHD1	ENSG00000158966	null	57685
C1414123	DNM3A_HUMAN	Q9Y6K1	DNMT3A	ENSG00000119772	T29355	1788
C1426978	H2A3_HUMAN	Q7L7L0	H2AW	ENSG00000181218	null	92815
C1333526	FABPH_HUMAN	P05413	FABP3	ENSG00000121769	null	2170
C3471429	PPR21_HUMAN	Q6ZMI0	PPP1R21	ENSG00000162869	null	129285
C1425657	FKB14_HUMAN	Q9NWM8	FKBP14	ENSG00000106080	null	55033
C3470598	F223A_HUMAN	Q8IWN6	null	ENSG00000279245	null	null
C1537607	LRC32_HUMAN	Q14392	LRRC32	ENSG00000137507	T41380	2615
C1332413	BIRC1_HUMAN	Q13075	NAIP	ENSG00000249437	null	4671
C3812022	NPIB5_HUMAN	A8MRT5	NPIPB5	ENSG00000243716	null	null
C1424230	OTOAN_HUMAN	Q7RTW8	OTOA	ENSG00000155719	null	146183
C1427399	DAOA_HUMAN	P59103	DAOA	ENSG00000182346	null	267012
C1427960	PNPT1_HUMAN	Q8TCS8	PNPT1	ENSG00000138035	null	87178
C1823165	SYS1_HUMAN	Q8N2H4	SYS1	ENSG00000204070	null	90196
C1539751	SEP11_HUMAN	Q9NVA2	SEPTIN11	ENSG00000138758	null	55752
C1425177	MID49_HUMAN	Q96C03	MIEF2	ENSG00000177427	null	125170
C1332125	AXIN1_HUMAN	O15169	AXIN1	ENSG00000103126	null	8312
C1413012	KDM3B_HUMAN	Q7LBC6	KDM3B	ENSG00000120733	null	51780
C2828539	P1L12_HUMAN	Q8N7R1	POM121L12	ENSG00000221900	null	null
C1421133	TVC_HUMAN	P03979	TRGV3	ENSG00000211699	null	null
C1428242	EPHX4_HUMAN	Q8IUS5	EPHX4	ENSG00000172031	null	null
C1367458	LGI1_HUMAN	O95970	LGI1	ENSG00000108231	null	9211
C3541169	AB17C_HUMAN	Q6PCB6	ABHD17C	ENSG00000136379	null	58489
C1414587	MYOF_HUMAN	Q9NZM1	MYOF	ENSG00000138119	null	26509
C1414301	EFNA2_HUMAN	O43921	EFNA2	ENSG00000099617	null	1943
C1540071	TRI67_HUMAN	Q6ZTA4	TRIM67	ENSG00000119283	null	440730
C1538460	CHMP5_HUMAN	Q9NZZ3	CHMP5	ENSG00000086065	null	51510
C1417613	NUCL_HUMAN	P19338	NCL	ENSG00000115053	T42004,T06475	4691
C1425854	TYDP1_HUMAN	Q9NUW8	TDP1	ENSG00000042088	T33492	55775
C1824389	LACC1_HUMAN	Q8IV20	LACC1	ENSG00000179630	null	144811
C1428350	DNJ5B_HUMAN	Q9UF47	DNAJC5B	ENSG00000147570	null	85479
C1826368	NBPFA_HUMAN	Q6P3W6	null	ENSG00000271425	null	null
C1415046	GFPT1_HUMAN	Q06210	GFPT1	ENSG00000198380	null	2673
C1826541	MPRA_HUMAN	Q86WK9	PAQR7	ENSG00000182749	null	164091
C1417882	NUDT4_HUMAN	Q9NZJ9	NUDT4	ENSG00000173598	null	null
C1420836	EP400_HUMAN	Q96L91	EP400	ENSG00000183495	null	57634
C1540072	TRI68_HUMAN	Q6AZZ1	TRIM68	ENSG00000167333	null	55128
C1417870	NTR1_HUMAN	P30989	NTSR1	ENSG00000101188	T02728	4923
C1824684	CD123_HUMAN	O75794	CDC123	ENSG00000151465	null	8872
C1825061	ERGI1_HUMAN	Q969X5	ERGIC1	ENSG00000113719	null	57222
C3812023	NPIB6_HUMAN	E9PJ23	NPIPB6	ENSG00000198156	null	null
C1422584	SEP10_HUMAN	Q9P0V9	SEPTIN10	ENSG00000186522	null	151011
C1428366	AB17B_HUMAN	Q5VST6	ABHD17B	ENSG00000107362	null	null
C1419305	RBMS1_HUMAN	P29558	RBMS1	ENSG00000153250	null	5937
C1420414	SRPR_HUMAN	P08240	SRPRA	ENSG00000182934	null	6734
C1416459	INSRR_HUMAN	P14616	INSRR	ENSG00000027644	null	3645
C1418944	EPCR_HUMAN	Q9UNN8	PROCR	ENSG00000101000	null	10544
C1334517	AF17_HUMAN	P55198	MLLT6	ENSG00000275023	null	4302
C1824419	PDZD9_HUMAN	Q8IXQ8	PDZD9	ENSG00000155714	null	255762
C1540040	T53I2_HUMAN	Q8IXH6	TP53INP2	ENSG00000078804	null	58476
C1423267	OR4DA_HUMAN	Q8NGI6	OR4D10	ENSG00000254466	null	null
C3543515	SMIM1_HUMAN	B2RUZ4	SMIM1	ENSG00000235169	null	388588
C1540179	MELT_HUMAN	Q14D04	VEPH1	ENSG00000197415	null	79674
C1412218	ADAT1_HUMAN	Q9BUB4	ADAT1	ENSG00000065457	null	null
C1415659	HXA5_HUMAN	P20719	HOXA5	ENSG00000106004	T08379	3202
C1425271	STAR4_HUMAN	Q96DR4	STARD4	ENSG00000164211	null	null
C1426380	SRGP2_HUMAN	O75044	SRGAP2	ENSG00000266028	null	23380
C2681394	CX066_HUMAN	Q5JRM2	CXorf66	ENSG00000203933	null	347487
C1823255	TCF25_HUMAN	Q9BQ70	TCF25	ENSG00000141002	null	22980
C1422082	FBX8_HUMAN	Q9NRD0	FBXO8	ENSG00000164117	null	26269
C1825433	HHATL_HUMAN	Q9HCP6	HHATL	ENSG00000010282	null	null
C1825568	IFT57_HUMAN	Q9NWB7	IFT57	ENSG00000114446	null	55081
C1336608	TFE3_HUMAN	P19532	TFE3	ENSG00000068323	null	7030
C1422761	KI13A_HUMAN	Q9H1H9	KIF13A	ENSG00000137177	null	63971
C1419719	RS20_HUMAN	P60866	RPS20	ENSG00000008988	null	6224
C1417219	MNDA_HUMAN	P41218	MNDA	ENSG00000163563	null	4332
C1424728	GGA3_HUMAN	Q9NZ52	GGA3	ENSG00000125447	null	23163
C1427412	LIGO1_HUMAN	Q96FE5	LINGO1	ENSG00000169783	T05643	84894
C1413389	CHIC1_HUMAN	Q5VXU3	CHIC1	ENSG00000204116	null	53344
C1421862	ZFYV1_HUMAN	Q9HBF4	ZFYVE1	ENSG00000165861	null	53349
C1426858	ZIC5_HUMAN	Q96T25	ZIC5	ENSG00000139800	null	85416
C1835909	C2C4A_HUMAN	Q8NCU7	C2CD4A	ENSG00000198535	null	145741
C2681564	HELT_HUMAN	A6NFD8	HELT	ENSG00000187821	null	391723
C3469983	TEX30_HUMAN	Q5JUR7	TEX30	ENSG00000151287	null	93081
C1421999	S38A1_HUMAN	Q9H2H9	SLC38A1	ENSG00000111371	T30844	81539
C2681313	QIL1_HUMAN	Q5XKP0	MICOS13	ENSG00000174917	null	125988
C2239528	AMERL_HUMAN	Q6DCA0	AMMECR1L	ENSG00000144233	null	null
C1418595	PITX1_HUMAN	P78337	PITX1	ENSG00000069011	null	5307
C0812228	AKT1_HUMAN	P31749	AKT1	ENSG00000142208	T22306,T67619	207
C1538237	KRBX4_HUMAN	Q5JUW0	KRBOX4	ENSG00000147121	null	55634
C3471480	R3HD4_HUMAN	Q96D70	R3HDM4	ENSG00000198858	null	91300
C1540228	CC017_HUMAN	Q6NW34	NEPRO	ENSG00000163608	null	25871
C1427398	ATAT_HUMAN	Q5SQI0	ATAT1	ENSG00000137343	T92639	79969
C1412545	ARC1A_HUMAN	Q92747	ARPC1A	ENSG00000241685	null	10552
C1539486	FXL19_HUMAN	Q6PCT2	FBXL19	ENSG00000099364	null	54620
C1427851	FA20A_HUMAN	Q96MK3	FAM20A	ENSG00000108950	null	54757
C1538929	ARL4A_HUMAN	P40617	ARL4A	ENSG00000122644	null	10124
C3542546	U17LH_HUMAN	D6RBQ6	USP17L17	ENSG00000249104	null	null
C1824649	CC122_HUMAN	Q5T0U0	CCDC122	ENSG00000151773	null	160857
C1824959	DPH1_HUMAN	Q9BZG8	DPH1	ENSG00000108963	null	1801
C1422757	STML1_HUMAN	Q9UBI4	STOML1	ENSG00000067221	null	9399
C1424796	NAGK_HUMAN	Q9UJ70	NAGK	ENSG00000124357	null	55577
C1826823	RHBD2_HUMAN	Q6NTF9	RHBDD2	ENSG00000005486	null	57414
C3470012	RTP5_HUMAN	Q14D33	RTP5	ENSG00000188011	null	null
C1825622	AEN_HUMAN	Q8WTP8	AEN	ENSG00000181026	null	64782
C1824380	CL060_HUMAN	Q5U649	C12orf60	ENSG00000182993	null	144608
C1425006	ORAV1_HUMAN	Q8WV07	LTO1	ENSG00000149716	null	220064
C1425718	DDX25_HUMAN	Q9UHL0	DDX25	ENSG00000109832	null	29118
C1421329	UD15_HUMAN	P35504	UGT1A5	ENSG00000240224	null	54579
C1416393	IL18R_HUMAN	Q13478	IL18R1	ENSG00000115604	null	8809
C1420155	UCP5_HUMAN	O95258	SLC25A14	ENSG00000102078	null	9016
C4320464	YS003_HUMAN	Q96FF7	MISP3	ENSG00000141854	null	null
C1412125	ACLY_HUMAN	P53396	ACLY	ENSG00000131473	T52189	47
C1414351	IF4E_HUMAN	P06730	EIF4E	ENSG00000151247	T31186,T48614	1977
C1415337	GSTM4_HUMAN	Q03013	GSTM4	ENSG00000168765	null	2948
C1419264	IPO8_HUMAN	O15397	IPO8	ENSG00000133704	null	10526
C1412398	ANGP4_HUMAN	Q9Y264	ANGPT4	ENSG00000101280	null	51378
C2746045	FADS2_HUMAN	O95864	FADS2	ENSG00000134824	T64725	9415
C1321914	APR_HUMAN	Q13794	PMAIP1	ENSG00000141682	null	5366
C1424129	TSY26_HUMAN	Q9H489	null	ENSG00000235217	null	null
C1417867	NTH_HUMAN	P78549	NTHL1	ENSG00000065057	null	4913
C1334875	NEUL1_HUMAN	O76050	NEURL1	ENSG00000107954	null	9148
C1335200	PDGFA_HUMAN	P04085	PDGFA	ENSG00000197461	T06869	5154
C1422675	S26A9_HUMAN	Q7LBE3	SLC26A9	ENSG00000174502	T52116	115019
C1823163	SYPL1_HUMAN	Q16563	SYPL1	ENSG00000008282	null	6856
C1428857	ZN526_HUMAN	Q8TF50	ZNF526	ENSG00000167625	null	116115
C1423142	OR2W3_HUMAN	Q7Z3T1	OR2W3	ENSG00000238243	null	343171
C1538126	YIF1B_HUMAN	Q5BJH7	YIF1B	ENSG00000167645	null	90522
C1426368	DR4L2_HUMAN	Q6PKH6	DHRS4L2	ENSG00000187630	null	null
C1423570	F167A_HUMAN	Q96KS9	FAM167A	ENSG00000154319	null	83648
C2678550	PAMR1_HUMAN	Q6UXH9	PAMR1	ENSG00000149090	null	25891
C1413467	CLD18_HUMAN	P56856	CLDN18	ENSG00000066405	T65883	51208
C1420768	TM6S1_HUMAN	Q9BZW5	TM6SF1	ENSG00000136404	null	53346
C1420187	S35A1_HUMAN	P78382	SLC35A1	ENSG00000164414	null	10559
C2240311	CP062_HUMAN	Q7Z3J2	VPS35L	ENSG00000103544	null	57020
C1425671	SUGP1_HUMAN	Q8IWZ8	SUGP1	ENSG00000105705	null	57794
C1418885	PPCE_HUMAN	P48147	PREP	ENSG00000085377	T86161	5550
C1427560	HPLN3_HUMAN	Q96S86	HAPLN3	ENSG00000140511	null	145864
C1412787	BEX1_HUMAN	Q9HBH7	BEX1	ENSG00000133169	null	55859
C1419691	RLA0_HUMAN	P05388	RPLP0	ENSG00000089157	null	6175
C1414110	DNSL3_HUMAN	Q13609	DNASE1L3	ENSG00000163687	null	1776
C1333341	EPHB3_HUMAN	P54753	EPHB3	ENSG00000182580	T56121	2049
C1538423	CHC10_HUMAN	Q8WYQ3	CHCHD10	ENSG00000250479	null	400916
C1422001	SLIK2_HUMAN	Q9H156	SLITRK2	ENSG00000185985	null	84631
C1425927	EDEM1_HUMAN	Q92611	EDEM1	ENSG00000134109	null	9695
C1428463	ZCHC8_HUMAN	Q6NZY4	ZCCHC8	ENSG00000033030	null	55596
C1418372	PCKGM_HUMAN	Q16822	PCK2	ENSG00000100889	null	5106
C1540027	TM11E_HUMAN	Q9UL52	TMPRSS11E	ENSG00000087128	null	28983
C1539387	BRNP2_HUMAN	Q9C0B6	BRINP2	ENSG00000198797	null	null
C1423702	DEST_HUMAN	P60981	DSTN	ENSG00000125868	null	11034
C1417731	NIPS1_HUMAN	Q9BPW8	NIPSNAP1	ENSG00000184117	null	8508
C1425457	PADI3_HUMAN	Q9ULW8	PADI3	ENSG00000142619	T36612	51702
C1423247	O4A15_HUMAN	Q8NGL6	OR4A15	ENSG00000181958	null	null
C1538622	PZRN3_HUMAN	Q9UPQ7	PDZRN3	ENSG00000121440	null	23024
C1422111	S6A15_HUMAN	Q9H2J7	SLC6A15	ENSG00000072041	null	55117
C3469797	CC71L_HUMAN	Q8N9Z2	CCDC71L	ENSG00000253276	null	168455
C1842356	SPP2A_HUMAN	Q8TCT8	SPPL2A	ENSG00000138600	null	84888
C1332806	CATH_HUMAN	P09668	CTSH	ENSG00000103811	T40103	1512
C1334911	NUMA1_HUMAN	Q14980	NUMA1	ENSG00000137497	null	4926
C1423203	O13C8_HUMAN	Q8NGS7	OR13C8	ENSG00000186943	null	null
C1417988	OR1D2_HUMAN	P34982	OR1D2	ENSG00000184166	null	null
C1825251	F118A_HUMAN	Q9NWS6	FAM118A	ENSG00000100376	null	55007
C1421633	ZN141_HUMAN	Q15928	ZNF141	ENSG00000131127	null	7700
C2239553	KDM7A_HUMAN	Q6ZMT4	KDM7A	ENSG00000006459	T18784	80853
C1539843	ISK6_HUMAN	Q6UWN8	SPINK6	ENSG00000178172	null	404203
C1822730	SKAP1_HUMAN	Q86WV1	SKAP1	ENSG00000141293	null	8631
C1418599	PKD1_HUMAN	P98161	PKD1	ENSG00000008710	null	5310
C1332695	CCNB1_HUMAN	P14635	CCNB1	ENSG00000134057	T98459	891
C1420199	B3A4_HUMAN	Q96Q91	SLC4A9	ENSG00000113073	null	83697
C1423434	OR4KH_HUMAN	Q8NGC6	OR4K17	ENSG00000176230	null	null
C1428173	GP150_HUMAN	Q8NGU9	GPR150	ENSG00000178015	null	285601
C1420069	GEMI2_HUMAN	O14893	GEMIN2	ENSG00000092208	null	8487
C1539875	SIA8C_HUMAN	O43173	ST8SIA3	ENSG00000177511	null	51046
C1823203	CA053_HUMAN	Q5VUE5	C1orf53	ENSG00000203724	null	null
C1425935	GP113_HUMAN	Q8IZF5	ADGRF3	ENSG00000173567	null	165082
C1428942	COMDA_HUMAN	Q9Y6G5	COMMD10	ENSG00000145781	null	51397
C1426529	SMRP1_HUMAN	Q8NCR6	SMRP1	ENSG00000164972	null	84688
C1825933	MAEL_HUMAN	Q96JY0	MAEL	ENSG00000143194	null	84944
C1425701	DDX46_HUMAN	Q7L014	DDX46	ENSG00000145833	null	9879
C3541708	IFNL4_HUMAN	K9M1U5	null	ENSG00000272395	null	101180976
C1416241	A0A075B6S6_HUMAN	A0A075B6S6	IGKV2D-30	ENSG00000239571	null	null
C1418926	KPCT_HUMAN	Q04759	PRKCQ	ENSG00000065675	T72295,T23995	5588
C1424494	PAPD7_HUMAN	Q5XG87	TENT4A	ENSG00000112941	null	11044
C1539819	SPCS3_HUMAN	P61009	SPCS3	ENSG00000129128	null	60559
C1426045	PACRG_HUMAN	Q96M98	PACRG	ENSG00000112530	null	135138
C1423498	GOLP3_HUMAN	Q9H4A6	GOLPH3	ENSG00000113384	null	64083
C1425275	RNF39_HUMAN	Q9H2S5	RNF39	ENSG00000204618	null	80352
C1428869	MEIS3_HUMAN	Q99687	MEIS3	ENSG00000105419	null	null
C1428848	LZTS2_HUMAN	Q9BRK4	LZTS2	ENSG00000107816	null	84445
C1455838	PLTP_HUMAN	P55058	PLTP	ENSG00000100979	T78650	5360
C1418029	OR2H2_HUMAN	O95918	OR2H2	ENSG00000204657	null	7932
C1427231	RWDD1_HUMAN	Q9H446	RWDD1	ENSG00000111832	null	51389
C1825820	LIN52_HUMAN	Q52LA3	LIN52	ENSG00000205659	null	91750
C1426285	OR8S1_HUMAN	Q8NH09	OR8S1	ENSG00000284723	null	341568
C1414191	DUS9_HUMAN	Q99956	DUSP9	ENSG00000130829	T00564	1852
C2985237	CBPQ_HUMAN	Q9Y646	CPQ	ENSG00000104324	null	10404
C1422902	OR5H2_HUMAN	Q8NGV7	OR5H2	ENSG00000197938	null	null
C1416423	MIC60_HUMAN	Q16891	IMMT	ENSG00000132305	null	10989
C1538676	PKHH2_HUMAN	Q8IVE3	PLEKHH2	ENSG00000152527	null	130271
C1826554	PC4L1_HUMAN	A6NKN8	PCP4L1	ENSG00000248485	null	null
C1418841	P2R3A_HUMAN	Q06190	PPP2R3A	ENSG00000073711	null	5523
C1334109	IL18_HUMAN	Q14116	IL18	ENSG00000150782	T06671	3606
C1333664	GLUC_HUMAN	P01275	GCG	ENSG00000115263	T09694,T44919	2641
C1412889	RM46_HUMAN	Q9H2W6	MRPL46	ENSG00000259494	null	26589
C1537526	LAS1L_HUMAN	Q9Y4W2	LAS1L	ENSG00000001497	null	81887
C1332765	LEG10_HUMAN	Q05315	CLC	ENSG00000105205	null	1178
C1423492	PRP31_HUMAN	Q8WWY3	PRPF31	ENSG00000105618	null	26121
C1426230	HS3S5_HUMAN	Q8IZT8	HS3ST5	ENSG00000249853	null	222537
C2828683	SHSA6_HUMAN	Q6ZSJ9	SHISA6	ENSG00000188803	null	388336
C1539748	SEPT5_HUMAN	Q99719	SEPTIN5	ENSG00000184702	null	5413
C1423527	ZN331_HUMAN	Q9NQX6	ZNF331	ENSG00000130844	null	55422
C1424676	MO4L1_HUMAN	Q9UBU8	MORF4L1	ENSG00000185787	null	10933
C1826277	MP17L_HUMAN	Q2QL34	MPV17L	ENSG00000156968	null	255027
C1418558	PIGA_HUMAN	P37287	PIGA	ENSG00000165195	null	5277
C2240213	ZN737_HUMAN	O75373	ZNF737	ENSG00000237440	null	null
C1421738	ZNF25_HUMAN	P17030	ZNF25	ENSG00000175395	null	219749
C1422774	KCC1G_HUMAN	Q96NX5	CAMK1G	ENSG00000008118	null	57172
C1417888	NUFP1_HUMAN	Q9UHK0	NUFIP1	ENSG00000083635	null	26747
C1538949	BM2KL_HUMAN	Q5H9B9	null	ENSG00000204113	null	null
C1822781	SMC5_HUMAN	Q8IY18	SMC5	ENSG00000198887	null	23137
C1428830	CC180_HUMAN	Q9P1Z9	CCDC180	ENSG00000197816	null	100499483
C1538275	ANGL7_HUMAN	O43827	ANGPTL7	ENSG00000171819	null	10218
C1425743	H2A1A_HUMAN	Q96QV6	H2AC1	ENSG00000164508	null	221613
C1428978	ZN563_HUMAN	Q8TA94	ZNF563	ENSG00000188868	null	147837
C1333528	FABP5_HUMAN	Q01469	FABP5	ENSG00000164687	T21507	2171
C1420131	SO1B1_HUMAN	Q9Y6L6	SLCO1B1	ENSG00000134538	T46814	10599
C1332744	CEAM5_HUMAN	P06731	CEACAM5	ENSG00000105388	T16601	1048
C1823663	AKD1A_HUMAN	Q495B1	ANKDD1A	ENSG00000166839	null	348094
C1414812	FRDA_HUMAN	Q16595	FXN	ENSG00000165060	null	2395
C1428801	EFR3B_HUMAN	Q9Y2G0	EFR3B	ENSG00000084710	null	22979
C1426787	VRTN_HUMAN	Q9H8Y1	VRTN	ENSG00000133980	null	55237
C1425894	KR134_HUMAN	Q3LI77	KRTAP13-4	ENSG00000186971	null	null
C3543729	CYAC3_HUMAN	Q8NBI2	CYB561A3	ENSG00000162144	null	null
C1419292	RBBP7_HUMAN	Q16576	RBBP7	ENSG00000102054	null	5931
C1425091	CHODL_HUMAN	Q9H9P2	CHODL	ENSG00000154645	null	140578
C1426820	SETB2_HUMAN	Q96T68	SETDB2	ENSG00000136169	null	83852
C1823232	TBC3C_HUMAN	Q6IPX1	TBC1D3C	ENSG00000278299	null	101060321
C1420429	SSRB_HUMAN	P43308	SSR2	ENSG00000163479	null	6746
C1413971	DEDD_HUMAN	O75618	DEDD	ENSG00000158796	null	9191
C1423368	OR5DG_HUMAN	Q8NGK9	OR5D16	ENSG00000205029	null	null
C1418426	PDE6B_HUMAN	P35913	PDE6B	ENSG00000133256	null	5158
C1420540	SYCP2_HUMAN	Q9BX26	SYCP2	ENSG00000196074	null	10388
C1413858	CP17A_HUMAN	P05093	CYP17A1	ENSG00000148795	T89041	1586
C1420024	3BP5_HUMAN	O60239	SH3BP5	ENSG00000131370	null	9467
C1824086	ZXDC_HUMAN	Q2QGD7	ZXDC	ENSG00000070476	null	79364
C3470157	ENK13_HUMAN	Q9NX77	null	ENSG00000260565	null	null
C1419804	SACS_HUMAN	Q9NZJ4	SACS	ENSG00000151835	null	26278
null	null	null	HCV NS2-3/3	null	T43773	null
null	null	null	MycB fbpB	null	T31297	null
null	null	null	Hae-influ fbpA	null	T96387	null
C1422589	MMP21_HUMAN	Q8N119	MMP21	ENSG00000154485	T68443	118856
null	null	null	Bact QseC	null	T90122	null
C1424302	SUFU_HUMAN	Q9UMX1	SUFU	ENSG00000107882	null	51684
C1419853	SCNAA_HUMAN	Q9Y5Y9	SCN10A	ENSG00000185313	T43739	6336
null	null	null	Hae-influ iga	null	T87756	null
null	null	null	Hae-influ nadR	null	T23831	null
null	null	null	MycB gpmI	null	T54526	null
C2829023	U17L4_HUMAN	A6NCW7	USP17L4	ENSG00000236125	null	null
null	null	null	CD97	null	T74448	null
null	null	null	Elegans bli-4	null	T08165	null
null	null	null	Stap-coc dat	null	T34563	null
C1428229	PRSR2_HUMAN	Q86WR7	PROSER2	ENSG00000148426	null	254427
C1416713	K2C1_HUMAN	P04264	KRT1	ENSG00000167768	null	3848
C1426086	DPPA5_HUMAN	A6NC42	DPPA5	ENSG00000203909	null	null
C4320721	REXON_HUMAN	Q96IC2	REXO5	ENSG00000005189	null	null
C1538308	ATX10_HUMAN	Q9UBB4	ATXN10	ENSG00000130638	null	25814
C1423048	TA2R5_HUMAN	Q9NYW4	TAS2R5	ENSG00000127366	null	54429
C1825847	CTU1_HUMAN	Q7Z7A3	CTU1	ENSG00000142544	null	90353
C1824458	HEAT9_HUMAN	A2RTY3	HEATR9	ENSG00000270379	null	256957
C1336566	TAF3_HUMAN	Q5VWG9	TAF3	ENSG00000165632	null	83860
C3470257	YAED1_HUMAN	Q9NRH1	YAE1	ENSG00000241127	null	57002
C1427255	ANKK1_HUMAN	Q8NFD2	ANKK1	ENSG00000170209	null	255239
C1538696	RPC2_HUMAN	Q9NW08	POLR3B	ENSG00000013503	null	55703
C1823725	CA105_HUMAN	O95561	C1orf105	ENSG00000180999	null	92346
C1412360	LX15B_HUMAN	O15296	ALOX15B	ENSG00000179593	null	247
C1419213	RAB5B_HUMAN	P61020	RAB5B	ENSG00000111540	null	5869
null	null	null	Bact fabI1	null	T53578	null
C1422369	RT26_HUMAN	Q9BYN8	MRPS26	ENSG00000125901	null	null
null	null	null	Bact fabI2	null	T79589	null
C1824634	CC106_HUMAN	Q9BWC9	CCDC106	ENSG00000173581	null	29903
C1426263	O4F21_HUMAN	O95013	OR4F21	ENSG00000176269	null	null
null	null	null	PROVU cABC1	null	T32445	null
null	null	null	Malaria ISPF	null	T24255	null
null	null	null	MycB fabD	null	T16398	null
null	null	null	Stap-coc CLPP	null	T91449	null
null	null	null	CMV US28	null	T15526	null
null	null	null	Trypano LPD	null	T80175	null
null	null	null	McyB dprE1	null	T59554	null
null	null	null	MycB spmT	null	T23489	null
C1413936	DCTN2_HUMAN	Q13561	DCTN2	ENSG00000175203	null	10540
C1538586	PARP9_HUMAN	Q8IXQ6	PARP9	ENSG00000138496	null	83666
C1823118	SPSB2_HUMAN	Q99619	SPSB2	ENSG00000111671	null	84727
C1537573	LIME1_HUMAN	Q9H400	LIME1	ENSG00000203896	null	54923
C1425693	MPPA_HUMAN	Q10713	PMPCA	ENSG00000165688	null	23203
C1332430	BMR1A_HUMAN	P36894	BMPR1A	ENSG00000107779	null	657
C1429011	USMG5_HUMAN	Q96IX5	ATP5MD	ENSG00000173915	null	84833
C1824680	CLM1_HUMAN	Q8TDQ1	CD300LF	ENSG00000186074	null	146722
C2681198	CB072_HUMAN	A6NCS6	C2orf72	ENSG00000204128	null	null
C1419671	RL37A_HUMAN	P61513	RPL37A	ENSG00000197756	null	6168
null	null	null	MycB HsaD	null	T90808	null
null	null	null	Malaria MT-CO1	null	T64053	null
C1539535	FRPD2_HUMAN	Q68DX3	FRMPD2	ENSG00000170324	null	143162
null	null	null	Fung SNZ1	null	T45158	null
C1422213	S12A5_HUMAN	Q9H2X9	SLC12A5	ENSG00000124140	T22302	57468
C1427417	LPAL2_HUMAN	Q16609	null	ENSG00000213071	null	null
null	null	null	Malaria PfPK5	null	T54472	null
C1416680	KLK9_HUMAN	Q9UKQ9	KLK9	ENSG00000213022	null	284366
null	null	null	Fung lcc1	null	T49649	null
C1419219	RAB9A_HUMAN	P51151	RAB9A	ENSG00000123595	T66350	9367
null	null	null	PRKG1; PRKG2	null	T56035	null
C1824907	DEN1B_HUMAN	Q6P3S1	DENND1B	ENSG00000213047	null	163486
C1412091	ABCD4_HUMAN	O14678	ABCD4	ENSG00000119688	null	5826
C1332670	CAV2_HUMAN	P51636	CAV2	ENSG00000105971	null	858
null	null	null	Entamo ADH2	null	T05722	null
null	null	null	Malaria DAAS	null	T27020	null
null	null	null	Fung ypkA	null	T87463	null
null	null	null	Pseudo pyrB	null	T26357	null
C1412420	ANXA2_HUMAN	P07355	ANXA2	ENSG00000182718	T04386	302
C1414297	FBLN3_HUMAN	Q12805	EFEMP1	ENSG00000115380	null	2202
C1425827	CR3L1_HUMAN	Q96BA8	CREB3L1	ENSG00000157613	null	90993
C1417436	MTMR2_HUMAN	Q13614	MTMR2	ENSG00000087053	null	8898
C1416597	KCNK4_HUMAN	Q9NYG8	KCNK4	ENSG00000182450	null	50801
C1332070	AKA12_HUMAN	Q02952	AKAP12	ENSG00000131016	null	9590
C3146783	CR042_HUMAN	P0CW23	AKAIN1	ENSG00000231824	null	642597
C1537403	IL23R_HUMAN	Q5VWK5	IL23R	ENSG00000162594	T00484	149233
C1423595	SYTL2_HUMAN	Q9HCH5	SYTL2	ENSG00000137501	null	54843
C1421081	A0A0A6YYG2_HUMAN	A0A0A6YYG2	TRBV6-6	ENSG00000211724	null	null
C1420694	TEX14_HUMAN	Q8IWB6	TEX14	ENSG00000121101	null	56155
C1414372	ELAV2_HUMAN	Q12926	ELAVL2	ENSG00000107105	null	1993
C1824596	TMA7_HUMAN	Q9Y2S6	TMA7	ENSG00000232112	null	null
null	null	null	Bact clpP	null	T85161	null
C1332750	CEBPE_HUMAN	Q15744	CEBPE	ENSG00000092067	null	1053
null	null	null	Stap-coc menB	null	T57750	null
null	null	null	Malaria PNM	null	T92858	null
C1420228	BAT1_HUMAN	P82251	SLC7A9	ENSG00000021488	null	11136
null	null	null	Malaria PfPK6	null	T47543	null
C2677742	MOB2_HUMAN	Q70IA6	MOB2	ENSG00000182208	null	81532
null	null	null	Malaria PLA4	null	T34816	null
C1425453	TIGD2_HUMAN	Q4W5G0	TIGD2	ENSG00000180346	null	null
null	null	null	Candi ADE2	null	T52604	null
null	null	null	Candi VPS34	null	T30661	null
null	null	null	Bact lysK	null	T00455	null
null	null	null	Leishm exgmp	null	T32498	null
null	null	null	Trypano TRS	null	T63753	null
